"id","submitdate","lastpage","startlanguage","seed","DT01[SQ001]","DT01[SQ011]","DT01[SQ002]","DT01[SQ005]","DT01[SQ004]","DT01[SQ003]","DT01[SQ006]","DT01[SQ007]","DT01[SQ008]","DT01[SQ009]","DT01[SQ010]","DT01[other]","DT06[SQ001]","DT06[SQ002]","DT06[SQ003]","DT06[SQ004]","DT06[other]","DT02[SQ001]","DT02[SQ002]","DT02[SQ003]","DT02[SQ006]","DT02[SQ005]","DT02[other]","DT03","DT03[other]","DT04a","DT04b","DT05a","DT05b","DQ01","DQ02","DQ03[SQ001]","DQ03[SQ002]","DQ04","DHRP01","DHRP02[SQ001]","DHRP02[SQ002]","DHRP02[SQ003]","DHRP02[SQ004]","DHRP07[SQ001]","DHRP07[SQ001comment]","DHRP07[SQ002]","DHRP07[SQ002comment]","DHRP07[SQ003]","DHRP07[SQ003comment]","DHRP07[SQ004]","DHRP07[SQ004comment]","DHRP07[SQ005]","DHRP07[SQ005comment]","DHRP07[SQ006]","DHRP07[SQ006comment]","DHRP07[other]","DHRP07[othercomment]","DHRP06[SQ001]","DHRP06[SQ002]","DHRP06[SQ003]","DHRP06[SQ004]","DHRP05[SQ001]","DHRP05[SQ002]","DHRP05[SQ003]","DHRP05[SQ004]","DHRP03a[SQ001]","DHRP03a[SQ002]","DHRP03a[SQ003]","DHRP03b[SQ001]","DHRP03b[SQ002]","DHRP03b[SQ003]","DHRP03c[SQ001]","DHRP03c[SQ002]","DHRP03c[SQ003]","DHRP04[SQ001]","DHRP04[SQ002]","DHRP04[SQ003]","DHRP04[SQ004]","ORDM01","ORDM02[SQ001]","ORDM02[SQ002]","ORDM02[SQ003]","ORDM02[SQ016]","ORDM02[SQ004]","ORDM02[SQ005]","ORDM02[SQ006]","ORDM02[SQ007]","ORDM02[SQ008]","ORDM02[SQ009]","ORDM02[SQ010]","ORDM02[SQ011]","ORDM02[SQ012]","ORDM02[SQ013]","ORDM02[SQ014]","ORDM02[SQ015]","ORDM03","D03","D03[other]","D06","D02[SQ001]","D02[SQ002]","D02[SQ008]","D02[SQ003]","D02[SQ004]","D02[SQ005]","D02[SQ006]","D02[SQ007]","D02[other]"
"411","1980-01-01 00:00:00","5","de","699592375","No","Yes","No","No","No","No","No","No","No","No","No","","Yes","No","No","No","","No","Yes","No","No","Yes","","Proprietary and open source formats","","Yes","Alter, Geschlecht, Geburtsdatum, Diagnosen, clinische Daten ","No","","10 GB - 99 GB","1 TB - 5 TB","1 TB - 10 TB","100 GB - 999 GB","10-19 people","11-20","Sometimes","Always, or almost always","Rarely","Never, or almost never","No","","No","","No","","No","","No","","No","","teilweise","wir betreiben eine Datenbank für das Forschungsfeld, stellen unsere Daten aber auch Publikationskonform auf große Datenbanken","Tend to agree","Tend to agree","Completely disagree","Tend to agree","Sometimes","Sometimes","Sometimes","Rarely","http://bnci-horizon-2020.eu/database/data-sets","zenodo","nature scientific data","Rarely","Never, or almost never","Sometimes","Sometimes","Sometimes","Sometimes","Never, or almost never","Always, or almost always","Never, or almost never","Rarely","To little or no extent at all","To little or no extent at all","","","To little or no extent at all","","To some extent","","To a very large extent","","","","","","","","","","Doctorate/PhD","","Computer Science and Biomedical Engineering","Yes","No","No","No","No","No","No","No",""
"412","1980-01-01 00:00:00","5","en","1707500888","No","No","Yes","Yes","No","No","No","No","Yes","No","No","","Yes","No","No","No","","No","Yes","Yes","No","Yes","","Proprietary and open source formats","","No","","No","","100 MB - 999 MB","0 - 99 GB","10 GB - 99 GB","10 GB - 99 GB","Fewer than 5 people","","","","","","No","","No","","No","","No","","No","","Yes","","","","Tend to agree","Tend to agree","Don't know/Cannot answer","Tend to agree","Never, or almost never","Most of the time","Rarely","Rarely","","","","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Always, or almost always","Sometimes","Most of the time","Sometimes","To some extent","To some extent","To little or no extent at all","To little or no extent at all","To some extent","To a large extent","To a large extent","To some extent","To some extent","To some extent","To some extent","To little or no extent at all","To a large extent","To some extent","To some extent","To little or no extent at all","To little or no extent at all","","Bachelor's Degree","","Computer Science and Biomedical Engineering","No","No","No","No","No","No","No","Yes",""
"414","1980-01-01 00:00:00","5","de","364323191","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","","No","Yes","Yes","No","","No","Yes","No","No","Yes","","Proprietary and open source formats","","Yes","Patentgeschützt","Yes","feste","< 1 MB","0 - 99 GB","< 10 GB","10 GB - 99 GB","Fewer than 5 people","1-5","Do not know/cannot answer","Do not know/cannot answer","Do not know/cannot answer","Do not know/cannot answer","No","","Yes","","No","","No","","No","","No","","","","Completely agree","Tend to agree","Tend to disagree","Don't know/Cannot answer","Never, or almost never","Never, or almost never","Always, or almost always","Sometimes","","","","Never, or almost never","Never, or almost never","Never, or almost never","","","","Never, or almost never","Always, or almost always","Sometimes","Sometimes","To some extent","To a large extent","To a very large extent","To little or no extent at all","Do not know/cannot answer","To a very large extent","To a large extent","To a very large extent","To some extent","To some extent","To a large extent","To a very large extent","Do not know/cannot answer","To a large extent","To a very large extent","To a large extent","To a large extent","","Doctorate/PhD","","Technical Chemistry, Chemical and Process Engineering, Biotechnology","No","No","Yes","No","No","No","No","No",""
"416","1980-01-01 00:00:00","5","de","1500655743","No","No","Yes","No","No","Yes","Yes","No","No","No","No","","No","Yes","No","No","","No","Yes","Yes","Yes","No","","Open source formats exclusively","","Yes","Daten aus Industrieprojekten","No","","10 GB - 99 GB","1 TB - 5 TB","1 TB - 10 TB","10 GB - 99 GB","5-9 people","6-10","Most of the time","Sometimes","Never, or almost never","Sometimes","No","","No","","Yes","Passwortgeschützt am Institutsserver, ausgefülltes Formular erforderlich","No","","No","","No","","","","Completely agree","Tend to disagree","Tend to disagree","Completely agree","Always, or almost always","Most of the time","Most of the time","Never, or almost never","arxiv","github","","Never, or almost never","Never, or almost never","Sometimes","Sometimes","Always, or almost always","Sometimes","Always, or almost always","Sometimes","Rarely","Never, or almost never","To a large extent","To a very large extent","To a very large extent","To some extent","To some extent","To a very large extent","To some extent","To little or no extent at all","To a large extent","Do not know/cannot answer","To a large extent","To little or no extent at all","To little or no extent at all","To a very large extent","Do not know/cannot answer","Do not know/cannot answer","Do not know/cannot answer","","Master's Degree (MSc., MA, Dipl. Ing., Mag.)","","Computer Science and Biomedical Engineering","No","No","No","No","No","No","Yes","No",""
"420","1980-01-01 00:00:00","5","de","1566258376","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","No","","No","Yes","Yes","Yes","Yes","","Proprietary and open source formats","","Yes","Daten, welche Geheimhaltungsbestimmungen der Unternehmenspartner unterliegen","Yes","Kraftstoffe, Schmierstoffe, Experimentelle Aufbauten","> 500 GB","> 5 TB","10 GB - 99 GB","< 10 GB","10-19 people",">20","Rarely","Rarely","Never, or almost never","Never, or almost never","No","","Yes","Im Rahmen der Kooperationsvereinbarungen","No","","No","","No","","No","","","","Tend to disagree","Tend to disagree","Tend to agree","Tend to agree","Never, or almost never","Never, or almost never","Rarely","Never, or almost never","","","","Never, or almost never","Never, or almost never","Never, or almost never","","","","Always, or almost always","Always, or almost always","Rarely","Never, or almost never","Do not know/cannot answer","Do not know/cannot answer","To some extent","Do not know/cannot answer","Do not know/cannot answer","To some extent","Do not know/cannot answer","To some extent","To some extent","Do not know/cannot answer","Do not know/cannot answer","Do not know/cannot answer","Do not know/cannot answer","To a very large extent","To little or no extent at all","To some extent","To some extent","","Doctorate/PhD","","Mechanical Engineering and Economic Sciences","No","No","No","No","No","No","No","No","Leiter Forschungsgruppe"
"422","1980-01-01 00:00:00","5","en","715385617","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","","Yes","Yes","No","No","","No","Yes","No","No","Yes","","Proprietary and open source formats","","Yes","Confidential data - industrial projetcs","Yes","Materials: powders, liquids etc","Up to 99 MB","100 GB - 499 GB","100 GB - 999 GB","10 GB - 99 GB","10-19 people","6-10","Sometimes","Rarely","Sometimes","Rarely","No","","Yes","","No","","No","","No","","No","","","","Tend to disagree","Completely disagree","Tend to agree","Tend to agree","Sometimes","Rarely","Most of the time","Never, or almost never","WeTransfer","","","Rarely","Rarely","Rarely","Most of the time","Rarely","Never, or almost never","Always, or almost always","Sometimes","Sometimes","Rarely","To little or no extent at all","To little or no extent at all","To a large extent","To little or no extent at all","To little or no extent at all","To some extent","To a large extent","To a large extent","To some extent","To a very large extent","To a very large extent","To a very large extent","To a very large extent","To some extent","To little or no extent at all","To a very large extent","To a large extent","","Doctorate/PhD","","Technical Chemistry, Chemical and Process Engineering, Biotechnology","No","No","Yes","No","No","No","No","No",""
"423","1980-01-01 00:00:00","5","de","1585408226","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","","No","No","No","Yes","","No","No","Yes","Yes","No","","Predominantly open source formats","","No","","No","","> 500 GB","1 TB - 5 TB","","","5-9 people",">20","Never, or almost never","Never, or almost never","Do not know/cannot answer","Do not know/cannot answer","No","","Yes","","No","","No","","No","","No","","","","Completely agree","Don't know/Cannot answer","Completely disagree","Completely agree","Always, or almost always","Never, or almost never","Never, or almost never","Never, or almost never","","","","Do not know/cannot answer","Do not know/cannot answer","Most of the time","Always, or almost always","Never, or almost never","Never, or almost never","Always, or almost always","Always, or almost always","Never, or almost never","Never, or almost never","To little or no extent at all","Do not know/cannot answer","Do not know/cannot answer","Do not know/cannot answer","Do not know/cannot answer","Do not know/cannot answer","Do not know/cannot answer","To some extent","To some extent","To little or no extent at all","To a very large extent","Do not know/cannot answer","Do not know/cannot answer","Do not know/cannot answer","Do not know/cannot answer","Do not know/cannot answer","To little or no extent at all","","Doctorate/PhD","","Mathematics, Physics, and Geodesy","No","No","Yes","No","No","No","No","No",""
"427","1980-01-01 00:00:00","5","de","1080064298","No","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","","Yes","Yes","No","No","","No","No","Yes","No","Yes","","Proprietary and open source formats","","Yes","","No","","1 GB - 9 GB","0 - 99 GB","10 GB - 99 GB","10 GB - 99 GB","Fewer than 5 people","11-20","Never, or almost never","Sometimes","Never, or almost never","Never, or almost never","No","","Yes","","No","","No","","No","","No","","","","Tend to agree","Completely disagree","Tend to disagree","Completely disagree","Never, or almost never","Never, or almost never","Rarely","Never, or almost never","","","","Never, or almost never","Never, or almost never","Never, or almost never","","","","Most of the time","Most of the time","Rarely","Never, or almost never","To a large extent","To some extent","To a very large extent","To little or no extent at all","To a large extent","To a large extent","To some extent","To a large extent","To some extent","To a large extent","To a large extent","To a large extent","To a large extent","To a large extent","To some extent","To a large extent","To some extent","","Master's Degree (MSc., MA, Dipl. Ing., Mag.)","","Electrical and Information Engineering","No","No","No","No","No","No","Yes","No",""
"430","1980-01-01 00:00:00","5","de","1057034773","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Messdaten, Metadaten, Zeitreihen","Yes","Yes","Yes","No","","Yes","Yes","Yes","Yes","Yes","","Predominantly open source formats","","Yes","Personenbezogene GIS-Daten","Yes","Wasser- und Abwasserproben","10 GB - 99 GB","100 GB - 499 GB","1 TB - 10 TB","1 TB - 10 TB","20-29 people",">20","Most of the time","Rarely","Sometimes","Rarely","No","","No","","No","","Yes","","No","","No","","","","Completely agree","Tend to disagree","Tend to disagree","Completely agree","Sometimes","Sometimes","Sometimes","Never, or almost never","Github","Interne Zeitreihendatenbanken","","Sometimes","Always, or almost always","Most of the time","Most of the time","Rarely","Sometimes","Never, or almost never","Always, or almost always","Sometimes","Never, or almost never","To some extent","To some extent","To some extent","Do not know/cannot answer","To a large extent","To little or no extent at all","To little or no extent at all","To a very large extent","To some extent","To little or no extent at all","To little or no extent at all","To little or no extent at all","To little or no extent at all","To little or no extent at all","To some extent","To little or no extent at all","To little or no extent at all","","Doctorate/PhD","","Civil Engineering Sciences","No","No","Yes","No","No","No","No","No",""
"431","1980-01-01 00:00:00","5","de","913949349","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","","Yes","No","No","No","","Yes","Yes","Yes","No","No","","Proprietary and open source formats","","Yes","","No","","10 GB - 99 GB","100 GB - 499 GB","100 GB - 999 GB","10 TB - 100 TB","5-9 people","1-5","Never, or almost never","Sometimes","Never, or almost never","Never, or almost never","No","","Yes","","No","","No","","No","","No","","","","Tend to disagree","Don't know/Cannot answer","Tend to agree","Tend to agree","Rarely","Never, or almost never","Rarely","Never, or almost never","","","","Never, or almost never","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Always, or almost always","Most of the time","Never, or almost never","Do not know/cannot answer","To a large extent","To a large extent","To a very large extent","To a large extent","To some extent","To some extent","To some extent","To some extent","Do not know/cannot answer","To some extent","To some extent","To some extent","To a large extent","To some extent","To a large extent","To some extent","","Master's Degree (MSc., MA, Dipl. Ing., Mag.)","","Mechanical Engineering and Economic Sciences","No","No","No","No","No","Yes","Yes","No",""
